0,10,9774.41230709877,5043.22145061728
0,10,9873.22746484911,6323.00368655693
0,10,10327.8039394719,6738.79415294925
0,10,11394.9318544239,5295.53112139918
0,10,11405.4754072359,4561.11582647462
0,10,10808.8173139575,6044.19024348422
0,10,11883.9699202675,6438.58153292181
0,10,11517.3529792524,5134.4131515775
0,10,10447.2380958505,4795.8826303155
0,10,10374.859837963,5005.70601851852
0,10,11942.1935142318,4576.2289951989
0,10,10976.3996184842,4727.20464677641
0,10,11200.9349408436,5330.23791152263
0,10,11813.3303455075,4619.89669067215
0,10,11529.635215192,4971.48962620027
0,10,10895.5285622428,6545.51054526749
0,10,10264.0968064129,4398.74957133059
0,10,11240.2782193073,4662.07090192044
0,10,11191.9740354938,5184.85725308642
0,10,11627.8262302812,5646.12097050754
0,20,11841.6619641632,5532.28180727023
0,20,11223.60469393,5581.61136831276
0,20,9837.85195044582,4895.34422153635
0,20,9867.11978309328,6715.45567558299
0,20,10123.7538708848,4269.10622427983
0,20,11827.5073002401,6479.75265775034
0,20,12249.9850094307,4744.92584019204
0,20,12225.7548996914,5580.67515432099
0,20,11530.1256129973,4332.67961248285
0,20,10323.5909765089,6554.02563443073
0,20,11462.9411136831,6049.65149176955
0,20,10679.0402220507,5387.45841906721
0,20,11021.2710176612,6076.08839163237
0,20,12168.6458461934,4809.36856995885
0,20,11007.5844607339,6177.42241083676
0,20,10876.3584662209,5044.44744513032
0,20,10876.2024305556,6193.15972222222
0,20,11649.09166238,5835.90492112483
0,20,11622.1866555213,5192.43612825789
0,20,11918.9442001029,6734.358281893
0,30,11736.8951603224,6096.23928326475
0,30,9792.08891889575,5653.38777434842
0,30,11830.2044881687,5566.29758230453
0,30,10404.3282878944,6091.75883058985
0,30,9719.39858967764,5560.63571673525
0,30,9743.31662808642,4422.31095679012
0,30,11984.7243784294,4955.79689643347
0,30,10537.4490012003,6647.51328875171
0,30,9991.6139531893,5035.73173868313
0,30,10411.4167652606,4421.68681412894
0,30,11379.573486797,5447.35382373114
0,30,11708.4297968107,6539.89326131687
0,30,10017.7387817215,6222.7619170096
0,30,11379.1053798011,6293.49065500686
0,30,11427.097492284,5468.12885802469
0,30,9937.0237611454,4292.35553840878
0,30,12269.3780135459,5719.25711591221
0,30,10880.9503729424,6153.77186213992
0,30,11902.6050368656,5563.80101165981
0,30,10583.7247213649,5457.98653978052
0,40,11803.3217721193,5130.15560699588
0,40,9847.81594221536,6570.43167009602
0,40,10655.4788365912,4643.01225994513
0,40,10727.5450231482,6730.61342592593
0,40,10705.9898105281,6445.58084705075
0,40,11617.9736925583,5007.66760973937
0,40,11986.9534593621,4888.47865226337
0,40,11010.4599751372,4322.58187585734
